cleaned,label
salah shin tae yong kembali pimpin latihan timnas indonesia kanal youtube garuda revolusi pada senin 24 3 2025 mengunggahvideo arsip berdurasi 8 menit 7 detik dengan narasi mantap sty pimpin latihan timnas pagi ini gantikan patrick kluivert per kamis 27 3 2025 konten tersebut sudah ditonton lebih dari 16 ribu kali pemeriksaan fakta tim pemeriksa fakta mafindo turnbackhoax menonton video tersebut dari awal hingga akhir diketahui video tidak memberitakan kembalinya shin tae yong sty sebagai pelatih timnas indonesia melainkan mengenai timnas indonesia yang berlaga di kualifikasi piala dunia 2026 zona asia turnbackhoax kemudian menelusuri kebenaran narasi dengan memasukkan kata kunci sty kembali melatih timnas ke mesin pencarian google penelusuran mengarah ke pemberitaaninews id apakah shin tae yong kembali melatih timnas indonesia terungkap rencana besar sty di dunia sepak bola tanah air dalam berita yang tayang minggu 23 3 2025 itu diketahui kalau tidak ada kepastian mengenai kembalinya sty sebagai pelatih namun sty masih menunjukkan berbagai aktivitas dan komitmennya terhadap perkembangan sepak bola indonesia salah satunya dengan mendirikan sty foundation untuk pengembangan sepak bola usia dini kesimpulan unggahan berisi klaim shin tae yong kembali pimpin latihan timnas indonesia merupakan konten palsu fabricated content ditulis oleh ainayya,1
alasan orang tua di depok kirim anak ikut pendidikan di barak militer tempo co tempo co depok nbsp sejumlah orang tua menyampaikan alasan mereka mengirimkan anaknya mengikuti pendidikan di barak militer yang digelar pemerintah kota depok pendidikan di barak militer digelar selama sepuluh hari mulai 31 mei hingga 9 juni 2025 pilihan editor kepala bpom kalau mbg kami ambil alih ada yang tersinggung ida ayu 48 tahun misalnya ia bersedia mendaftarkan anaknya mengikuti pendidikan di barak karena buah hatinya sulit diatur nbsp saya tahu dari ada temen juga terus dari ibu guru juga jadi awalnya sih pas baca baca di sosmed cuma program pak dedi mulyadi ya kayaknya ini pas deh buat anak saya kata ida di balai kota depok pada sabtu 31 mei 2025 pada tahap pertama wali kota depok supian suri telah mengirim 90 anak untuk mengikuti program pendidikan anak di barak militer di markas divif 1 kostrad cilodong nbsp ida mengatakan menitipkan anaknya untuk mendapatkan bantuan agar anaknya memahami aturan dan bisa lebih disiplin nbsp biar anak bisa mandiri lebih baik lagi dan tanggung jawab ujarnya sebelum dititipkan ke barak militer kata ida anaknya tidak tahu dan mempertanyakan pilihannya setelah dibujuk akhirnya anaknya mau untuk mengikuti pendidikan yang dilakukan oleh tentara itu nbsp ida mengaku tidak ada persiapan khusus yang dibawa saat pendidikan di barak militer ia hanya meminta izin dari sekolah persiapkan kebutuhan sehari hari saja seperti pakaian yang akan dia pakai ujarnya di lokasi yang sama nia mengatakan anaknya didaftarkan secara daring untuk mengikuti program pendidikan di barak militer yang diselenggarakan pemkot depok ya awalnya anaknya si enggak mau cuma ya akhirnya dibujuk namanya anak anak kata nia nbsp warga kecamatan pancoran mas ini mengaku anaknya tidak mau sekolah bahkan mengamen ondel ondel hingga merokok nbsp makanya saya sama bapaknya bujukkan biar mau ikut biar anaknya mau sekolah disiplin lebih baik lagi harap nia nbsp pilihan editor komite iii dpd soroti buruknya layanan haji di arab saudi,0
belum terbukti penemuan makam nabi di tembok besar china akun twitter x akunkokgitu15 pada senin 18 4 2025 mengunggahvideo arsip yang berisi narasi yang lagi viral nih ges makam nabi di temukan di tembok besar cina per jumat 25 4 2025 video itu sudah dilihat lebih dari 230 ribu kali disukai lebih dari seribu kali dibagikan ulang lebih dari serian 390 kali dan menuai 243 kali komentar pemeriksaan fakta tim pemeriksa fakta mafindo turnbackhoax menelusuri kebenaran klaim dengan memasukkan kata kunci penemuan makam nabi di tembok besar china ke mesin pencari google hasilnya ditemukan informasi dari laman berita timesindonesia dengan judul artikel benarkah makam nabi zulkifli ditemukan di tembok besar china simak fakta fakta dan penjelasannya yang diunggah pada sabtu 19 4 2025 melansir dari timesindonesia klaim bahwa makam tersebut adalah makam nabi zulkifli masih memunculkan kontroversi beberapa pihak menyebutkan bahwa makam ini bisa jadi milik seorang tokoh besar dalam sejarah islam namun klaim ini belum dapat dibuktikan secara ilmiah dan masih sangat spekulatif turnbackhoax kemudian menelusuri lebih lanjut dengan cara mengunduh video tersebut dan menganalisisnya dengan alat pendeteksi ai hive moderation hasilnya konten tersebut adalah hasil rekayasa kecerdasan buatan artificial intelligence ai probabilitas atau kemungkinannya mencapai 99 5 persen kesimpulan unggahan berisi narasi penemuan makam nabi di tembok besar china merupakan konten yang menyesatkan misleading content ditulis oleh yudho ardi,1
prancis akan larang merokok di tempat terbuka mulai 1 juli tempo co tempo co jakarta prancis akan menerapkan larangan merokok di semua tempat terbuka yang dapat dikunjung anak anak termasuk tempat wisata seperti pantai dan taman larangan ini diumumkan menteri kesehatan dan keluarga catherine vautrin pada kamis 29 mei 2025 nbsp di mana ada anak anak tembakau harus dihilangkan kata catherine vautrin dalam sebuah wawancara yang diterbitkan oleh media regional ouest france yang dikutip daily mail ia menambahkan bahwa anak anak memiliki hak untuk menghirup udara bersih aturan baru ini akan berlaku pada 1 juli bagi siapa pun yang melanggar akan dikenai denda sebesar rp 2 5 juta nbsp rokok juga akan dilarang di area yang dekat dengan sekolah untuk mencegah siswa merokok namun larangan tersebut tidak berlaku untuk teras kafe nbsp prancis sebelumnya telah meluncurkan pogram antitembakau nasional untuk tahun 2023 hingga 2027 program ini bertujuan memenuhi tantangan generasi bebas tembakau mulai 2032 sekitar 75 000 orang diperkirakan meninggal karena komplikasi terkait tembakau setiap tahun di prancis menurut survei opini terkini enam dari 10 orang prancis mendukung pelarangan merokok di tempat umum konsumsi rokok juga menurun di kalangan anak muda di prancis menurut sebuah studi oleh observatorium narkoba dan perilaku adiktif prancis kementerian kesehatan juga berupaya untuk menurunkan kadar nikotin yang diizinkan dalam perangkat rokok elektronik untuk mengurangi rasanya merokok di dalam tempat tempat seperti restoran dan klub malam dilarang di prancis sejak 2008 larangan merokok di tempat umum seperti pantai dan taman seharusnya dilaksanakan tahun lalu hanya saja penerapannya belum pernah dilakukan namun lebih dari 1 500 kotamadya di prancis secara sukarela telah melarang merokok di tempat umum tetangga prancis spanyol juga mengusulkan larangan merokok di teras dan klub malam terbuka langkah terbaru yang dikonfirmasi oleh menteri kesehatan spanyol m oacute nica garc iacute a berawal dari rencana antirokok yang disetujui oleh komunitas otonom di dewan antarwilayah sistem kesehatan nasional yang berupaya memperluas zona bebas asap rokok di seluruh spanyol kementerian kesehatan spanyol juga sedang mempersiapkan undang undang untuk memperluas ruang bebas asap rokok ke teras halte bus kendaraan kerja kampus universitas kolam renang umum dan klub malam terbuka inggris juga bersiap untuk melarang rokok elektrik sekali pakai mulai 1 juni larangan akan diberlakukan setelah data mengungkapkan banyaknya anak anak muda yang kecanduan rokok elektrik rasa buah,0
salah ada razia berujung kuras bensin usai kasus pertamax oplosan akun instagram beritakita id pada kamis 27 04 2025 mengunggahvideo arsip reel berisi klaim yang menyebut tilang kuras bensin pada tahun 2025 yang dihubungkan dengan kasus pertamax oplosan berikut narasi lengkapnya setalah oplos prtamax terbitlah kuras bensin per rabu 30 04 2025 konten tersebut sudah mendapatkan lebih dari 19 700 tanda suka dan telah dibagikan ulang 3 882 kali pemeriksaan fakta tim pemeriksa fakta mafindo turnbackhoax menelusuri kebenaran klaim dengan memasukkan tangkapan layar konten unggahan dari akun instagramberitakita idke mesin pencarian google lens hasilnya ditemukan gambar serupa dalam pemberitaandetik com polisi ungkap alasan tilang kuras bensin moge sunmori di bsd yang viral dalam pemberitaan yang tayang januari 2022 itu pihak polres tangerang selatan menyampaikan bahwa langkah menguras bensin dari motor pengendara dilakukan sebagai upaya untuk memberikan efek jera khususnya bagi mereka yang terbukti melakukan aksi kebut kebutan saat kegiatan sunmori dijelaskan dokumentasi yang viral tersebut merupakan video lama terjadi sekitar agustus 2021 operasi saat sunmori dilakukan karena sebelumnya terjadi dua kecelakaan dalam dua minggu berturut turut yang menyebabkan korban meninggal dunia akibat aksi kebut kebutan sementara itu masalah tentang pertamax oplosan muncul pada februari 2025 salah satunya diungkap dalam pemberitaankompas com beda kejagung dan pertamina soal dugaan pertalite dioplos jadi pertamax yang tayang kamis 27 02 2025 kesimpulan unggahan berisi klaim ada razia berujung kuras bensin merupakan konten yang menyesatkan misleading content ditulis oleh laurensius raka,1
penipuan tautan pendaftaran program bantuan alat dan mesin pertanian akun facebook berita terkini pada selasa 15 4 2025 membagikantautan arsip pendaftaran mesin alat pertanian bagi kelompok tani tahun program 2025 unggahan disertai narasi daftarkan diri anda sekarang juga untunk menerima bantuan mesin alat pertanian untuk kelompok tani hingga rabu 23 4 2025 unggahan tersebut sudah mendapat 161 tanda suka dan 50 komentar pemeriksaan fakta tim pemeriksa fakta mafindo turnbackhoax mengakses laman resmi kementerian pertanian pertanian go id dan memasukkan kata kunci bantuan mesin alat pertanian ke kolom pencarian hasilnya tidak ditemukan informasi valid tentang program tersebut unggahan tentang program bantuan mesin alat pertanian juga tidak ditemukan di akun instagram resmi kementerianpertanian turnbackhoax kemudian mengakses tautan yang dibagikan akun facebook berita terkini diketahui tautan tidak mengarah ke laman resmi kementerian pertanian tetapi ke laman formulir yang meminta sejumlah data pribadi mencakup kesimpulan unggahan berisi tautan pendaftaran program bantuan alat dan mesin pertanian bagi kelompok tani merupakan konten palsu fabricated content,1
115 orang tewas akibat banjir bandang di nigeria banjir bandang yang menerjang beberapa wilayah dinigeriabagian tengah menewaskan sedikitnya 115 orang dan melukai puluhan lainnya pada jumat 31 5 menurut pejabat layanan darurat setempat jumlah korban banjir nigeria diperkirakan masih akan terus meningkat tim penyelamat terus mencari warga yang hilang setelah hujan lebat pada rabu 28 5 malam hingga kamis 29 5 pagi waktu setempat menghanyutkan dan menenggelamkan puluhan rumah di dalam dan sekitar kota mokwa yang terletak di tepi sungai niger negara bagian niger advertisement scroll to continue with content sejauh ini kami telah menemukan 115 jenazah dan lebih banyak lagi diperkirakan akan ditemukan karena banjir datang dari jarak jauh dan menyeret orang orang ke sungai niger kata juru bicara badan penanggulangan keadaan darurat negara bagian niger ibrahim audu husseini kepadaafp seperti dilansirfrance24 di hilir jenazah masih terus ditemukan jadi jumlah korban terus meningkat tambahnya husseini mengatakan banyak orang masih hilang mengutip sebuah keluarga beranggotakan 12 orang di mana hanya empat anggota yang berhasil ditemukan beberapa jenazah ditemukan dari puing puing rumah yang runtuh ujarnya dia menambahkan bahwa timnya membutuhkan ekskavator untuk mengeluarkan jenazah dari bawah reruntuhan kepala palang merah untuk negara bagian tersebut gideon adamu menyatakan bahwa setidaknya 78 orang telah dirawat di rumah sakit akibat luka luka menurut surat kabar daily trust ribuan orang telah mengungsi dan lebih dari 50 anak anak di sebuah sekolah islam dilaporkan hilang badan penanggulangan keadaan darurat nasional nema menggambarkan kejadian ini sebagai banjir yang belum pernah terjadi sebelumnya kepolisian dan militer telah dikerahkan untuk membantu penanganan bencana mokwa yang berjarak hampir 380 km sebelah barat abuja adalah titik pertemuan utama di mana para pedagang dari selatan membeli kacang kacangan bawang dan makanan lainnya dari petani di utara komunitas di nigeria utara telah mengalami musim kemarau berkepanjangan yang diperburuk oleh perubahan iklim dan curah hujan berlebihan yang menyebabkan banjir parah selama musim hujan singkat pemimpin komunitas mokwa aliki musa mengatakan bahwa penduduk desa tidak terbiasa dengan banjir semacam ini airnya seperti air spiritual yang biasa datang tetapi musiman katanya bisa datang sekarang dan akan butuh dua puluh tahun lagi sebelum datang lagi imbuhnya musim hujan di nigeria yang biasanya berlangsung enam bulan baru saja dimulai tahun ini banjir yang biasanya disebabkan oleh hujan lebat dan infrastruktur yang buruk melanda setiap tahun menewaskan ratusan orang di seluruh negara afrika barat tersebut para ilmuwan juga telah memperingatkan bahwa perubahan iklim sudah mendorong pola cuaca yang lebih ekstrem di nigeria banjir diperparah oleh drainase yang tidak memadai pembangunan rumah di atas jalur air dan pembuangan sampah di saluran air dan jalur sungai insiden tragis ini menjadi pengingat akan bahaya yang terkait dengan pembangunan di atas jalur air dan pentingnya menjaga saluran drainase serta jalur sungai tetap bersih kata nema dalam sebuah pernyataan badan meteorologi nigeria telah memperingatkan kemungkinan banjir bandang di 15 dari 36 negara bagian nigeria termasuk negara bagian niger antara rabu 28 5 dan jumat 30 5 menueut nema pada tahun 2024 lebih dari 1 200 orang tewas dan 1 2 juta mengungsi di setidaknya 31 dari 36 negara bagian nigeria menjadikannya salah satu musim banjir terburuk di negara itu dalam beberapa dekade,0
salah video buka siang hari saat ramadan warung makan dirusak akun instagram infomania pada rabu 12 3 2025 mengunggahvideo arsip disertai narasi kalau iman kuat kok takut sama warung makan bang beredar video sekelompok orang lakukan sweeping pada warung makan yang tetap buka di siang hari ketika bulan ramadhan bukannya menegur dengan baik kelompok tersebut malah lakukan perusakan pada fasilitas warung makan hal ini pun tuai kecaman netijen di sosial media tim pemeriksa fakta mafindo turnbackhoax menemukan unggahan serupa dibagikan akun x imam besar front umat sangean arsip pada rabu 12 3 2025 per kamis 13 3 2025 unggahan akun instagram infomania telah mendapat lebih dari 1 3 juta tayangan dan 27 ribu komentar pemeriksaan fakta turnbackhoax memanfaatkan google lens untuk menelusuri asal usul video penelusuran teratas mengarah ke unggahan akun tiktok info banten dan unggahan akun instagram halogadingserpong dari kedua unggahan itu diketahui kalau konteks asli video adalah momen perusakan dan pembakaran kandang ayam oleh warga di desa cibetus padarincang serang banten pada november 2024 turnbackhoax kemudian memasukkan kata kunci perusakan kandang ayam oleh warga padarincang banten ke mesin pencarian google penelusuran teratas mengarah ke pemberitaandetik com kandang ternak ayam di serang dibakar massa 11 orang jadi tersangka dalam berita yang tayang senin 10 2 2025 itu diketahui bahwa motif massa merusak dan membakar dikarenakan warga merasa terganggu akan bau yang ditimbulkan dari kandang tersebut kesimpulan unggahan video berisi klaim perusakan warung makan saat buka siang hari di bulan ramadan merupakan konten menyesatkan misleading content ditulis oleh vania,1
yahya staquf sebut pernyataan prabowo soal palestina sejalan dengan sikap nu tempo co tempo co jakarta ketua umum pengurus besar nahdlatul ulama yahya cholil staquf menilai presiden prabowo subianto konsisten dalam memperjuangkan kemerdekaan palestina menurut dia pernyataan kepala negara bahwa pemerintah indonesia akan membuka hubungan diplomatik dengan israel bila mengakui kemerdekaan palestina sejalan dengan politik luar negeri indonesia sikap politik itu yakni mendukung bangsa bangsa memperjuangkan kemerdekaan konsisten dengan kebijakan solusi dua negara yang dikukuhkan indonesia sejak semula ujar yahya staquf dalam keterangan resmi sabtu 31 mei 2025 yahya mengatakan sikap politik itu sama dengan garis perjuangan nu yakni berdiri bersama negara lain memperjuangkan kemerdekaan bangsa palestina meski begitu dia mengatakan diperlukan penegasan sikap bersama untuk pengakuan palestina penegasan itu bisa dilakukan dengan konsolidasi kalangan internasional nbsp melakukan penggalangan dan konsolidasi internasional melalui platform platform multilateral yang sah untuk menggulirkan proses politik yang decisive menuju terwujudnya solusi dua negara tersebut kata dia yahya mengatakan prioritas utama saat ini adalah menyelamatkan nyawa ribuan anak anak kalangan perempuan dan rakyat yang renta dari ancaman kekerasan akibat perang prioritas itu bisa dilakukan dengan jalan menuntut dunia internasional agar patuh melaksanakan konsensus yang ada nbsp presiden prabowo subianto sebelumnya menyatakan indonesia akan mengakui israel jika mereka memberi pengakuan kepada palestina sebagai negara berdaulat pernyataan ini disampaikan prabowo saat menerima kunjungan presiden prancis emmanuel macron di istana merdeka jakarta 28 mei 2025 nbsp di hadapan macron prabowo juga turut memuji prancis yang turut mendukung kemerdekaan palestina prancis juga akan terus mendesak segera penghentian kegiatan bersenjata di gaza ujar kepala negara sultan abdurrahman dan eka yudha saputra berkontribusi dalam tulisan ini pilihan editor bolong bolong penulisan ulang sejarah indonesia,0
salah prabowo angkat mahfud md jadi pengawas internal istana kanal youtube lingkarnews pada rabu 19 2 2025 membagikanvideo arsip disertai narasi mahfud md diangkat prabowo jadi pengawas internal istana 3 mentri tidak pro rakyat langsung diseret per senin 17 3 2025 video ini sudah ditonton 4 ribu kali dan mendapatkan 89 tanda suka pemeriksaan fakta tim pemeriksa fakta mafindo turnbackhoax menonton video berdurasi 3 menit ini dari awal hingga akhir di pertengahan video pembuat konten menampilkan artikel dariwartakotalive com mahfud md sebut omongan noel tanggapi kaburajadulu sangat jahat yang tayang rabu 19 2 2025 narator video kemudian hanya membacakan ulang artikel ini hingga akhir video isi artikel tersebut menjelaskan tentang komentar mahfud md terkait munculnya tagar kaburajadulu yang beredar di media sosial tidak ada penjelasan lebih lanjut yang membenarkan narasi jika mahfud md diangkat presiden prabowo menjadi pengawas internal istana negara turnbackhoax kemudian memanfaatkan google lens untuk menelusuri thumbnail video yang memperlihatkan prabowo dan mahfud md mengenakan baju batik lengan panjang penelusuran mengarah ke foto unggahanantaranews comyang menangkap momen ketika prabowo dan gibran berjalan masuk ke aula istana negara untuk mengumumkan nama nama menteri kabinet merah putih pada minggu 20 10 2024 meskipun sudut pengambilan foto sedikit berbeda tetapi posisi berjalan lokasi tempat dan juga baju yang dikenakan sangat mirip dengan foto thumbnail video unggahan kanal youtube lingkarnews pembuat konten mengganti potret wajah gibran menjadi mahfud md kesimpulan unggahan berisi narasi prabowo angkat mahfud md jadi pengawas internal istana adalah konten yang dimanipulasi manipulated content ditulis oleh vendra panji,1
kpk periksa 3 pegawai kemenaker telusuri aliran uang dari agen tenaga kerja asing tempo co tempo co jakarta komisi pemberantasan korupsi kpk memeriksa tiga pegawai kementerian ketenagakerjaan pada rabu lalu 28 mei 2025 mereka diperiksa sebagai saksi dugaan tindak pidana korupsi pengurusan rencana penggunanan tenaga kerja asing tka di kementerian ketenagakerjaan pemeriksaan saksi dugaan tpk terkait pengurusan rencana penggunanan tenaga kerja asing tka di kementerian ketenagakerjaan kemenaker kata juru bicara jubir kpk budi prasetyo dalam keterangan tertulis dikutip sabtu 31 mei 2025 baca mengapa pengurusan izin tenaga kerja asing rawan korupsi adapun ketiga pegawai kemenaker yang diperiksa yakni staf tata usaha direktorat pptka m ariswan fauzi pengantar kerja ahli muda adhitya narrotama serta pengantar kerja ahli muda angga erlatna budi mengatakan bahwa semua saksi hadir dan didalami perihal aliran uang dari para agen tenaga kerja asing serta proses verifikasi dokumen izin yang dilakukan dalam perkara ini kpk menyatakan pemerasan oleh pihak kemenaker terhadap para agen tka sudah berlangsung sejak 2019 dan hasil perhitungan sementara uang yang dikumpulkan dari hasil tindak pidana ini sekitar rp 53 miliar kpk pun telah menetapkan delapan tersangka namun lembaga antirasuah masih belum menyebut secara detail identitas para tersangka itu kpk juga telah menyita 13 kendaraan dari penggeledahan yang berlangsung sejak 20 hingga 23 mei 2025 adapun 13 jenis kendaraan tersebut disita dari delapan lokasi penggeledahan budi merinci bahwa delapan lokasi tersebut terdiri dari kantor kemenaker dan tujuh rumah pada penggeledahan pertama pada 20 mei 2025 penyidik kpk menyita tiga mobil dari dua lokasi yaitu kantor kemenaker dan satu rumah kpk kembali melakukan penggeledahan di dua rumah pada 21 mei dan menyita tiga mobil dan satu unit kendaraan roda dua selanjutnya pada 22 mei tim penyidik kembali menggeledah tiga rumah dan menyita dua unit kendaraan roda empat penyitaan terakhir dilakukan pada jumat 23 mei 2025 budi mengatakan kpk menyita 4 kendaraan dari dua rumah sebanyak dua mobil disita berdasarkan keterangan saksi sementara satu mobil dan satu motor disita setelah kpk melakukan penggeledahan di satu rumah pilihan editor nbsp daftar 13 kendaraan yang disita kpk dari kasus korupsi kementerian ketenagakerjaan,0
ai ancam pilpres korsel viral video capres maki maki istri kecerdasan buatan artificial intelligence ai menjadi ancaman pemilihan presiden pilpres korea selatan jelang pilpres beredar video deepfake calon presiden capres partai demokrat lee jae myung memaki maki istrinya nikkei asia pada jumat 30 5 memberitakan video tersebut beredar sejak pertengahan april 2025 video deepfake tersebut menampilkan lee melontarkan kata kata kasar ke istrinya kim hye kyung advertisement scroll to continue with content tim kampanye partai demokrat menaruh perhatian khusus ke video tersebut mereka telah menerima sejumlah laporan mengenai serangan video palsu tersebut ancaman terhadap demokrasi yang merusak kemampuan pemilih untuk membuat pilihan yang tepat kata tim kampanye partai demokrat dilansirnikkei asia fenomena konten palsu meningkat di korea selatan menjelang pilpres video video palsu yang menampilkan para capres bertebaran di media sosial lebih cepat dibandingkan kemampuan pengawasan pemerintah komisi pemilihan umum kpu korea selatan telah melayangkan permohonan take down terhadap 7 784 konten palsu pada 4 mei 26 mei 10 kali lipat dari yang terjadi pada pemilu 2024 gambas video cnn padahal korea selatan telah mengatur larangan penggunaan deepfake melalui revisi undang undang pemilu pada januari 2024 kpu korea selatan melakukan berbagai cara memerangi ai dan deepfake pada pilpres kali ini mereka menggelar forum khusus membahas hal ini bulan lalu mereka juga membentuk tim khusus untuk mendeteksi konten konten palsu sejumlah staf kpu korea selatan mencermati setiap konten berkaitan pilpres di media sosial menggunakan gawai kpu korsel mendeteksi konten palsu yang diproduksi menggunakan ai secara agresif mereka memeriksanya dengan sistem deteksi yang dikembangkan pemerintah bila diperlukan mereka mengirim konten yang dicurigai ke ahli untuk ditelaah lebih lanjut menurut kpu korea selatan video palsu sangat mudah diproduksi hanya bermodalkan rekaman gambar atau suara sebagian konten palsu yang beredar menampilkan capres capres berbaju tahanan sebagian lainnya menampilkan pernyataan para capres mendukung darurat militer selain kpu kepolisian korea selatan juga turun tangan menghadapi ancaman konten palsu yang diproduksi dengan ai namun korea selatan tetap kewalahan menghadapinya karena konten konten palsu itu beranak pinak di internet lebih cepat dibandingkan kecepatan pengawasan kasus konten politik palsu berbasis ai tidak hanya terjadi di korea selatan di jepang pada oktober 2024 beredar video mantan perdana menteri jepang fumio kishida meminta pendukungnya menolak pembuat undang undang ai juga menyerang pilpres di sri lanka sebuah video palsu menampilkan dukungan presiden as donald trump terhadap seorang capres,0
salah seekor paus menelan kapal beredarvideo arsip dari akun facebook elang quin pada jumat 28 2 2025 yang menampilkan seekor paus menelan sebuah kapal dengan narasi paus menelan kapal dan penumpangnya hingga rabu 12 3 2025 unggahan tersebut telah ditonton lebih dari 48 ribu kali disukai oleh 88 pengguna menuai 94 komentar dan 119 kali dibagikan ulang pemeriksaan fakta disadur dari artikel cek faktakompas com tim cek fakta kompas com menelusuri kebenaran klaim dengan memasukkan kata kunci whale swallows yacht ke mesin pencarian google hasilnya ditemukan artikeltimes nowberjudul did a whale really swallow a yacht fact checking the viral video yang tayang sabtu 1 3 2025 dalam artikel menyebutkan video tersebut merupakan hasil manipulasi ai menurut times now video itu pertama kali dibagikan oleh akun x realxavier011 pada kamis 27 2 2025 terdapat sebuah catatan komunitas yang disematkan pada video itu ini buatan ai terlihat saat orang orang di kapal pesiar berubah bentuk sementara itu times now juga mengidentifikasi sejumlah kejanggalan pada video paus menelan yacht tersebut yang mengindikasikan konten itu merupakan hasil manipulasi ai kejanggalan itu termasuk gerakan yang tidak wajar ketidakkonsistenan tekstur dan distorsi visual terutama pada detail kapal pesiar dan orang orang di dalamnya selain itu tidak ada media kredibel yang melaporkan kejadian tersebut kesimpulan video berisi klaim seekor paus menelan kapal merupakan konten yang menyesatkan ditulis oleh pekik jalu utomo,1
salah video restoran penyaji daging manusia di nigeria akun instagram haristoteler selasa 25 3 2025 video arsip beserta narasi restoran penyaji daging manusia di nigeria video tersebut juga dibagikan ulang oleh akun facebook memunime arsip pada jumat 28 3 2025 hingga kamis 17 4 2025 unggahan akun facebook memunime disukai oleh 37 pengguna dan menuai 6 komentar pemeriksaan fakta disadur dari artikel cek faktakompas com sosok manusia yang dipanggang dalam video tersebut merupakan replika manusia di pameran pesta halloween di chimelong ocean kingdom theme park zhuhai china pada oktober 2018 kompas com menemukan video yang diambil dari sudut pengambilan gambar yang berbeda di lokasi pesta halloween dibagikan akun instagram galaxychimelong replika manusia ditempatkan di atas kayu yang diberi lampu sehingga memunculkan efek terbakar kesimpulan unggahan video berisiklaim restoran penyaji daging manusia di nigeria merupakan konten yang menyesatkan misleading content ditulis oleh moch marcellodiansyah,1
salah video dokumentasi gempa myanmar di area pantai akun facebook rahmat alafasy pada senin 31 3 2025 mengunggahvideo arsip berdurasi 10 detik dengan narasi penampakan gempa bumi thailand myanmar yg berada di pantai per jumat 11 4 2025 konten tersebut sudah ditonton lebih dari 22 ribu kali pemeriksaan fakta tim pemeriksa fakta mafindo turnbackhoax mengunduh video tersebut dan menganalisisnya dengan alat pendeteksi ai hive moderation diketahui konten itu merupakan hasil rekayasa kecerdasan buatan artificial intelligence ai probabilitas atau kemungkinannya mencapai 99 3 persen turnbackhoax kemudian menelusuri berita gempa myanmar dengan memasukkan kata kunci daerah terdampak gempa myanmar ke mesin pencarian google penelusuran mengarah ke pemberitaancnbcindonesia com fakta gempa dahsyat myanmar thailand pakar beri peringatan ini dalam berita yang tayang sabtu 29 4 2025 diketahui bahwa gempa kembar bermagnitudo 7 7 telah melanda myanmar pada jumat 28 3 2025 gempa tersebut menyebabkan bangunan runtuh di lima kota besar dan kecil sementara jalanan retak serta sebuah jembatan runtuh di jalan tol yangon mandalay kesimpulan unggahan video berisi klaim dokumentasi gempa myanmar di area pantai merupakan konten palsu fabricated content ditulis oleh ainayya,1
